With IAT Report Folder Name	IAT Formal Folder Name (Matched Relative Path)	Exists In IAT Formal (Y/N)
KW2570	KW2570	Y
KW2571	KW2571	Y
KW2573	KW2573	Y
KW2575	KW2575	Y
KW2576	KW2576	Y
KW2577	KW2577	Y
KW2579	KW2579	Y
KW2581	KW2581	Y
KW2582	KW2582	Y
KW2584	KW2584	Y
KW2585	KW2585	Y
KW2587	KW2587	Y
KW2588	KW2588	Y
KW2589	KW2589	Y
KW2602	KW2602	Y
KW2603	KW2603	Y
KW2604	KW2604	Y
KW2605	KW2605	Y
KW2606	KW2606	Y
KW2607	KW2607	Y
KW2608	KW2608	Y
KW2609	KW2609	Y
KW2610	KW2610	Y
KW2611	KW2611	Y
KW2612	KW2612	Y
KW2613	KW2613	Y
KW2614	KW2614	Y
KW2615	KW2615	Y
KW2616	KW2616	Y
KW2617	KW2617	Y
KW2618	KW2618	Y
KW2619	KW2619	Y
KW2620	KW2620	Y
KW2621	KW2621	Y
KW2622	KW2622	Y
KW2623	KW2623	Y
KW2624	KW2624	Y
KW2625	KW2625	Y
KW2626	KW2626	Y
KW2627	KW2627	Y
KW2629	KW2629	Y
KW2635	KW2635	Y
KW2639	KW2639	Y
KW2640	KW2640	Y
KW2641	KW2641	Y
KW2642	KW2642	Y
KW2643	KW2643	Y
KW2644	KW2644	Y
KW2645	KW2645	Y
KW2646	KW2646	Y
KW2666	KW2666	Y
KW2667	KW2667	Y
KW2668	KW2668	Y
KW2669	KW2669	Y
KW2670	KW2670	Y
KW2671	KW2671	Y
KW2672	KW2672	Y
KW2673	KW2673	Y
KW2674	KW2674	Y
KW2675	KW2675	Y
KW2676	KW2676	Y
KW2677	KW2677	Y
KW2678	KW2678	Y
KW2679	KW2679	Y
KW2680	KW2680	Y
KW2681	KW2681	Y
KW2682	KW2682	Y
KW2683	KW2683	Y
KW2684	KW2684	Y
KW2685	KW2685	Y
KW2686	KW2686	Y
KW2687	KW2687	Y
KW2696	KW2696	Y
KW2697	KW2697	Y
KW2698	KW2698	Y
KW2699	KW2699	Y
KW2700	KW2700	Y
KW2701	KW2701	Y
KW2702	KW2702	Y
KW2703	KW2703	Y
KW2704	KW2704	Y
LC0038	LC0038	Y
LC0039	LC0039	Y
LC0040	LC0040	Y
LC0041	LC0041	Y
LC0042	LC0042	Y
LC0043	LC0043	Y
LC0044	LC0044	Y
LC0045	LC0045	Y
LC0046	LC0046	Y
LC0047	LC0047	Y
LC0048	LC0048	Y
LC0049	LC0049	Y
LC0050	LC0050	Y
LC0051	LC0051	Y
LC0052	LC0052	Y
LC0053	LC0053	Y
LC0054	LC0054	Y
LC0055	LC0055	Y
LC0056	LC0056	Y
LC0057	LC0057	Y
LC0058	LC0058	Y
LC0059	LC0059	Y
LC0060	LC0060	Y
LC0061	LC0061	Y
LC0062	LC0062	Y
LC0063	LC0063	Y
LC0064	LC0064	Y
LC0065	LC0065	Y
LC0066	LC0066	Y
LC0067	LC0067	Y
LC0068	LC0068	Y
LC0069	LC0069	Y
LC0070	LC0070	Y
LC0071	LC0071	Y
LC0072	LC0072	Y
LC0077	LC0077	Y
LC0078	LC0078	Y
LC0079	LC0079	Y
New folder		N
New folder (2)		N
New folder (3)		N
New folder (4)		N
NT0003	NT0003	Y
NT0004	NT0004	Y
NT0005	NT0005	Y
NT0006	NT0006	Y
NT0007	NT0007	Y
NT0008	NT0008	Y
NT0009	NT0009	Y
NT0010	NT0010	Y
NT0011	NT0011	Y
NT0012	NT0012	Y
NT0013	NT0013	Y
NT0014	NT0014	Y
NT0015	NT0015	Y
NT0016	NT0016	Y
NT0017	NT0017	Y
NT0018	NT0018	Y
NT0019	NT0019	Y
NT0020	NT0020	Y
NT0021	NT0021	Y
NT0022	NT0022	Y
NT0023	NT0023	Y
NT0024	NT0024	Y
NT0025	NT0025	Y
NT0026	NT0026	Y
NT0027	NT0027	Y
NT0028	NT0028	Y
NT0029	NT0029	Y
NT0033	NT0033	Y
NT0046	NT0046	Y
NT0047	NT0047	Y
NT0048	NT0048	Y
NT0049	NT0049	Y
NT0050	NT0050	Y
NT0051	NT0051	Y
NT0056	NT0056	Y
NT0057	NT0057	Y
NT0058	NT0058	Y
NT0059	NT0059	Y
NT0071	NT0071	Y
NT0072	NT0072	Y
NT0073	NT0073	Y
NT0074	NT0074	Y
NT0075	NT0075	Y
NT0076	NT0076	Y
NT0077	NT0077	Y
NT0078	NT0078	Y
NT0079	NT0079	Y
NT0080	NT0080	Y
NT0081	NT0081	Y
NT0082	NT0082	Y
NT0083	NT0083	Y
NT0084	NT0084	Y
NT0085	NT0085	Y
NT0086	NT0086	Y
NT0087	NT0087	Y
NT0088	NT0088	Y
NT0089	NT0089	Y
NT0090	NT0090	Y
NT0091	NT0091	Y
NT0092	NT0092	Y
NT0093	NT0093	Y
NT0094	NT0094	Y
NT0095	NT0095	Y
NT0096	NT0096	Y
NT0097	NT0097	Y
NT0098	NT0098	Y
NT0099	NT0099	Y
NT0100	NT0100	Y
NT0101	NT0101	Y
NT0102	NT0102	Y
NT0103	NT0103	Y
NT0104	NT0104	Y
NT0105	NT0105	Y
NT0133	NT0133	Y
NT0134	NT0134	Y
NT0139	NT0139	Y
NT0140	NT0140	Y
NT0141	NT0141	Y
NT0142	NT0142	Y
NT0143	NT0143	Y
NT0144	NT0144	Y
NT0145	NT0145	Y
NT0146	NT0146	Y
NT0147	NT0147	Y
NT0148	NT0148	Y
NT0149	NT0149	Y
NT0150	NT0150	Y
NT0151	NT0151	Y
NT0152	NT0152	Y
NT0168	NT0168	Y
NT0169	NT0169	Y
NT0170	NT0170	Y
NT0171	NT0171	Y
NT0172	NT0172	Y
NT0173	NT0173	Y
NT0174	NT0174	Y
NT0175	NT0175	Y
NT0176	NT0176	Y
NT0177	NT0177	Y
NT0178	NT0178	Y
NT0179	NT0179	Y
NT0183	NT0183	Y
NT0184	NT0184	Y
NT0185	NT0185	Y
NT0186	NT0186	Y
NT0188	NT0188	Y
NT0189	NT0189	Y
NT0190	NT0190	Y
NWS00001	NWS00001	Y
NWS00002	NWS00002	Y
NWS00003	NWS00003	Y
NWS00004	NWS00004	Y
NWS00005	NWS00005	Y
NWS00006	NWS00006	Y
NWS00007	NWS00007	Y
NWS00008	NWS00008	Y
NWS00009	NWS00009	Y
NWS00010	NWS00010	Y
NWS00011	NWS00011	Y
NWS00012	NWS00012	Y
NWS00013	NWS00013	Y
NWS00014	NWS00014	Y
NWS00015	NWS00015	Y
NWS00016	NWS00016	Y
NWS00017	NWS00017	Y
NWS00018	NWS00018	Y
NWS00019	NWS00019	Y
NWS00020	NWS00020	Y
NWS00021	NWS00021	Y
NWS00022	NWS00022	Y
NWS00023	NWS00023	Y
NWS00024	NWS00024	Y
REF-KF0019 HA		N
REF-KF0020 HA		N
REF-KF0021 HA		N
REF-KF0022 HA		N
REF-KF0023 HA		N
REF-KF0024 HA		N
REF-KF0025 HA		N
REF-KF0026 HA		N
REF-MAY0387		N
REF-MAY0388		N
REF-MAY0400		N
REF-MAY0401		N
REF-MAY0402		N
REF-MAY0403		N
REF-MAY0404		N
REF-MAY0405		N
REF-NC0605		N
REF-NC0657c~5066		N
REF-NC0657c~5066\REF-NC0657c		N
REF-NC0657c~5066\REF-NC1322		N
REF-NC0657c~5066\REF-NC1750		N
REF-NC0657c~5066\REF-NC1760		N
REF-NC0657c~5066\REF-NC1992A		N
REF-NC0657c~5066\REF-NC2065		N
REF-NC0657c~5066\REF-NC2231		N
REF-NC0657c~5066\REF-NC2258		N
REF-NC0657c~5066\REF-NC2259		N
REF-NC0657c~5066\REF-NC2307		N
REF-NC0657c~5066\REF-NC2465		N
REF-NC0657c~5066\REF-NC2707		N
REF-NC0657c~5066\REF-NC2729		N
REF-NC0657c~5066\REF-NC2730		N
REF-NC0657c~5066\REF-NC2731		N
REF-NC0657c~5066\REF-NC2750		N
REF-NC0657c~5066\REF-NC2751		N
REF-NC0657c~5066\REF-NC2792		N
REF-NC0657c~5066\REF-NC2823		N
REF-NC0657c~5066\REF-NC2881		N
REF-NC0657c~5066\REF-NC2882		N
REF-NC0657c~5066\REF-NC2883		N
REF-NC0657c~5066\REF-NC2884		N
REF-NC0657c~5066\REF-NC2885		N
REF-NC0657c~5066\REF-NC2886		N
REF-NC0657c~5066\REF-NC2887		N
REF-NC0657c~5066\REF-NC2888		N
REF-NC0657c~5066\REF-NC3092		N
REF-NC0657c~5066\REF-NC3093		N
REF-NC0657c~5066\REF-NC3094		N
REF-NC0657c~5066\REF-NC3095		N
REF-NC0657c~5066\REF-NC3096		N
REF-NC0657c~5066\REF-NC3248		N
REF-NC0657c~5066\REF-NC3309		N
REF-NC0657c~5066\REF-NC3310		N
REF-NC0657c~5066\REF-NC3339		N
REF-NC0657c~5066\REF-NC3341		N
REF-NC0657c~5066\REF-NC3464		N
REF-NC0657c~5066\REF-NC3529		N
REF-NC0657c~5066\REF-NC3530		N
REF-NC0657c~5066\REF-NC3555		N
REF-NC0657c~5066\REF-NC3556		N
REF-NC0657c~5066\REF-NC3598		N
REF-NC0657c~5066\REF-NC3636		N
REF-NC0657c~5066\REF-NC3678		N
REF-NC0657c~5066\REF-NC3679		N
REF-NC0657c~5066\REF-NC3687		N
REF-NC0657c~5066\REF-NC3725		N
REF-NC0657c~5066\REF-NC3746		N
REF-NC0657c~5066\REF-NC3771		N
REF-NC0657c~5066\REF-NC3772		N
REF-NC0657c~5066\REF-NC3812		N
REF-NC0657c~5066\REF-NC3882		N
REF-NC0657c~5066\REF-NC3884		N
REF-NC0657c~5066\REF-NC3885		N
REF-NC0657c~5066\REF-NC3926		N
REF-NC0657c~5066\REF-NC3959		N
REF-NC0657c~5066\REF-NC3960		N
REF-NC0657c~5066\REF-NC3964		N
REF-NC0657c~5066\REF-NC3965		N
REF-NC0657c~5066\REF-NC4060		N
REF-NC0657c~5066\REF-NC4061		N
REF-NC0657c~5066\REF-NC4077		N
REF-NC0657c~5066\REF-NC4078		N
REF-NC0657c~5066\REF-NC4079		N
REF-NC0657c~5066\REF-NC4080		N
REF-NC0657c~5066\REF-NC4235		N
REF-NC0657c~5066\REF-NC4236		N
REF-NC0657c~5066\REF-NC4237		N
REF-NC0657c~5066\REF-NC4238		N
REF-NC0657c~5066\REF-NC4239		N
REF-NC0657c~5066\REF-NC4240		N
REF-NC0657c~5066\REF-NC4243		N
REF-NC0657c~5066\REF-NC4284		N
REF-NC0657c~5066\REF-NC4285		N
REF-NC0657c~5066\REF-NC4308		N
REF-NC0657c~5066\REF-NC4309		N
REF-NC0657c~5066\REF-NC4310		N
REF-NC0657c~5066\REF-NC4321		N
REF-NC0657c~5066\REF-NC4322		N
REF-NC0657c~5066\REF-NC4334		N
REF-NC0657c~5066\REF-NC4335		N
REF-NC0657c~5066\REF-NC4336		N
REF-NC0657c~5066\REF-NC4337		N
REF-NC0657c~5066\REF-NC4413		N
REF-NC0657c~5066\REF-NC4414		N
REF-NC0657c~5066\REF-NC4455		N
REF-NC0657c~5066\REF-NC4486		N
REF-NC0657c~5066\REF-NC4489		N
REF-NC0657c~5066\REF-NC4490		N
REF-NC0657c~5066\REF-NC4491		N
REF-NC0657c~5066\REF-NC4562		N
REF-NC0657c~5066\REF-NC4563		N
REF-NC0657c~5066\REF-NC4592		N
REF-NC0657c~5066\REF-NC4614		N
REF-NC0657c~5066\REF-NC4615		N
REF-NC0657c~5066\REF-NC4616		N
REF-NC0657c~5066\REF-NC4646		N
REF-NC0657c~5066\REF-NC4647		N
REF-NC0657c~5066\REF-NC4648		N
REF-NC0657c~5066\REF-NC4649		N
REF-NC0657c~5066\REF-NC4650		N
REF-NC0657c~5066\REF-NC4651		N
REF-NC0657c~5066\REF-NC4652		N
REF-NC0657c~5066\REF-NC4662		N
REF-NC0657c~5066\REF-NC4663		N
REF-NC0657c~5066\REF-NC4696		N
REF-NC0657c~5066\REF-NC4721		N
REF-NC0657c~5066\REF-NC4722		N
REF-NC0657c~5066\REF-NC4748		N
REF-NC0657c~5066\REF-NC4749		N
REF-NC0657c~5066\REF-NC4750		N
REF-NC0657c~5066\REF-NC4751		N
REF-NC0657c~5066\REF-NC4754		N
REF-NC0657c~5066\REF-NC4755		N
REF-NC0657c~5066\REF-NC4756		N
REF-NC0657c~5066\REF-NC4757		N
REF-NC0657c~5066\REF-NC4846		N
REF-NC0657c~5066\REF-NC4847		N
REF-NC0657c~5066\REF-NC4864		N
REF-NC0657c~5066\REF-NC4865		N
REF-NC0657c~5066\REF-NC4866		N
REF-NC0657c~5066\REF-NC4867		N
REF-NC0657c~5066\REF-NC4868		N
REF-NC0657c~5066\REF-NC4869		N
REF-NC0657c~5066\REF-NC4870		N
REF-NC0657c~5066\REF-NC4871		N
REF-NC0657c~5066\REF-NC4872		N
REF-NC0657c~5066\REF-NC4873		N
REF-NC0657c~5066\REF-NC4874		N
REF-NC0657c~5066\REF-NC4881		N
REF-NC0657c~5066\REF-NC4882		N
REF-NC0657c~5066\REF-NC4883		N
REF-NC0657c~5066\REF-NC4925		N
REF-NC0657c~5066\REF-NC4926		N
REF-NC0657c~5066\REF-NC4952		N
REF-NC0657c~5066\REF-NC4974		N
REF-NC0657c~5066\REF-NC4975		N
REF-NC0657c~5066\REF-NC4976		N
REF-NC0657c~5066\REF-NC4978		N
REF-NC0657c~5066\REF-NC4979		N
REF-NC0657c~5066\REF-NC4980		N
REF-NC0657c~5066\REF-NC4981		N
REF-NC0657c~5066\REF-NC4982		N
REF-NC0657c~5066\REF-NC4983		N
REF-NC0657c~5066\REF-NC4994		N
REF-NC0657c~5066\REF-NC4995		N
REF-NC0657c~5066\REF-NC4996		N
REF-NC0657c~5066\REF-NC4997		N
REF-NC0657c~5066\REF-NC4998		N
REF-NC0657c~5066\REF-NC4999		N
REF-NC0657c~5066\REF-NC5000		N
REF-NC0657c~5066\REF-NC5001		N
REF-NC0657c~5066\REF-NC5002		N
REF-NC0657c~5066\REF-NC5003		N
REF-NC0657c~5066\REF-NC5004		N
REF-NC0657c~5066\REF-NC5005		N
REF-NC0657c~5066\REF-NC5009		N
REF-NC0657c~5066\REF-NC5010		N
REF-NC0657c~5066\REF-NC5011		N
REF-NC0657c~5066\REF-NC5012		N
REF-NC0657c~5066\REF-NC5013		N
REF-NC0657c~5066\REF-NC5034		N
REF-NC0657c~5066\REF-NC5035		N
REF-NC0657c~5066\REF-NC5036		N
REF-NC0657c~5066\REF-NC5065		N
REF-NC0657c~5066\REF-NC5066		N
REF-NC2259		N
REF-NC3885		N
REF-NC3926		N
REF-NC3965		N
REF-NC4238		N
REF-SN0099		N
REF-SN0100		N
REF-SN0101		N
REF-SN0102		N
REF-SN0103		N
REF-SN0104		N
REF-SN0105		N
REF-SN0106		N
REF-SN0107		N
REF-SN0108		N
REF-SN0109		N
REF-SN0110		N
REF-SN0111		N
REF-SN0112		N
REF-SN0113		N
REF-SN0114		N
REF-SN0115		N
REF-SN0116		N
REF-SN0117		N
REF-SN0118		N
REF-SN0119		N
REF-SN0120		N
REF-SN0120\REF-SN0167		N
REF-SN0121		N
REF-SN0162		N
REF-SN0163		N
REF-SN0164		N
REF-SN0165		N
REF-SN0166		N
REF-SN0168		N
REF-SN0170		N
REF-SN0171		N
REF-SN0172		N
REF-SN0173		N
REF-SN0280		N
REF-SN0281		N
REF-SN0282		N
REF-SN0283		N
REF-SN0284		N
REF-SN0285		N
REF-SN0286		N
REF-SN0360		N
REF-SN0361		N
REF-SN0818		N
REF-SN1055		N
REF-SN1145		N
REF-SN1198		N
REF-SN1236		N
REF-SN1237		N
REF-SN1283		N
REF-SN1284		N
REF-SN1342		N
REF-SN1343		N
REF-SN1344		N
REF-SN1345		N
REF-SN1346		N
REF-SN1347		N
REF-SN1348		N
REF-SN1349		N
REF-SN1350		N
REF-SN1352		N
REF-SN1613 HA		N
REF-SN1614 HA		N
REF-SN1615 HA		N
REF-SN1616 HA		N
REF-SN1617 HA		N
REF-SN1621		N
REF-SN1931		N
REF-SN1932		N
REF-SN1933		N
REF-SN2081 HA		N
REF-SN2082 HA		N
REF-SN2083 HA		N
REF-SN2088		N
REF-SN2089		N
REF-SN2091		N
REF-SN2141 HA		N
REF-SN2142 HA		N
REF-SN2429 HA		N
REF-SN2430 HA		N
REF-SN2431 HA		N
REF-SN2432 HA		N
REF-SN2474		N
REF-SN2475		N
REF-SN2479 HA		N
REF-SN2480 HA		N
REF-SN2481 HA		N
REF-SN2482 HA		N
REF-SN2484 HA		N
REF-SN2485 HA		N
REF-SN2506 HA		N
REF-SN2507 HA		N
REF-SN2508 HA		N
REF-SN2509 HA		N
REF-SN2510 HA		N
REF-SN2511 HA		N
REF-SN2512 HA		N
REF-SN2513 HA		N
REF-SN2514 HA		N
REF-SN2515 HA		N
REF-SN2516 HA		N
REF-SN2517 HA		N
REF-SN2626		N
REF-SN2739		N
REF-SN2740		N
REF-SN2741		N
REF-SN2742		N
REF-SN2743		N
REF-SN2744		N
REF-SN2745		N
REF-SN2746		N
REF-SN2814		N
REF-SN2815		N
REF-SN2816		N
REF-SN2860		N
REF-SN2861		N
REF-SN2865		N
REF-SN2875 HA		N
REF-SN2876 HA		N
REF-SN2877		N
REF-SN2877 HA		N
REF-SN2878 HA		N
REF-SN2879 HA		N
REF-SN2880 HA		N
REF-SN2881 HA		N
REF-SN2882 HA		N
REF-SN2883 HA		N
REF-SN2894 HA		N
REF-SN3075		N
REF-SN3076 HA		N
REF-SN3077		N
REF-SN3079 HA		N
REF-SN3080 HA		N
REF-SN3081 HA		N
REF-SN3235 HA		N
REF-SN3235 HA\HKQAA endorsed test report		N
REF-SN3235 HA\HKQAA endorsed test report\CS2-1995		N
REF-SN3235 HA\HKQAA endorsed test report\CS2-2012		N
REF-SN3235 HA\HKQAA endorsed test report\Housing		N
REF-SN3236 HA		N
REF-SN3236 HA\HKQAA endorsed test report		N
REF-SN3236 HA\HKQAA endorsed test report\CS2-2012		N
REF-SN3236 HA\HKQAA endorsed test report\Housing report		N
REF-SN3237 HA		N
REF-SN3238 HA		N
REF-SN3280 HA		N
REF-SN3281 HA		N
REF-SN3282 HA		N
REF-SN3283 HA		N
REF-SN3288 HA		N
REF-SN3293 HA		N
REF-SN3294 HA		N
REF-SN3295 HA		N
REF-SN3296 HA		N
REF-SN3297 HA		N
REF-SN3298		N
REF-SN3298 HA		N
REF-SN3300 HA		N
REF-SN3301 HA		N
REF-SN3304		N
REF-SN3307		N
REF-SN3308		N
REF-SN3310		N
REF-SN3461		N
REF-SN3462		N
REF-SN3463		N
REF-SN3464		N
REF-SN3465		N
REF-SN3466		N
REF-SN3529		N
REF-SN3530 HA		N
REF-SN3531 HA		N
REF-SN3532 HA		N
REF-SN3533 HA		N
REF-SN3534 HA		N
REF-SN3535 HA		N
REF-SN3535 HA\Housing test result		N
REF-SN3536 HA		N
REF-SN3537		N
REF-SN3538		N
REF-SN3539 HA		N
REF-SN3540 HA		N
REF-SN3541 HA		N
REF-SN3542 HA		N
REF-SN3564		N
REF-SN3565		N
REF-SN3566		N
REF-SN3596		N
REF-SN3597		N
REF-SN3598		N
REF-SN3702		N
REF-SN3703		N
REF-SN3704		N
REF-SN3705		N
REF-SN3706		N
REF-SN3707		N
REF-SN3708		N
REF-SN3709		N
REF-SN3751		N
REF-SN3752		N
REF-SN3753		N
REF-SN3754		N
REF-SN3755		N
REF-SN3756		N
REF-SN3761		N
REF-SN3792		N
REF-SN3793		N
REF-SN3795		N
REF-SN3843		N
REF-SN3844		N
REF-SN3899		N
REF-SN3900		N
REF-SN3901		N
REF-SN3902		N
REF-SN3903		N
REF-SN3904		N
REF-SN3905		N
REF-SN3941-s		N
REF-SN3945 HA		N
REF-SN3946 HA		N
REF-SN3947 HA		N
REF-SN3948 HA		N
REF-SN3949 HA		N
REF-SN3951		N
REF-SN3963 HA		N
REF-SN3964 HA		N
REF-SN3965 HA		N
REF-SN3966 HA		N
REF-SN4003		N
REF-SN4004		N
REF-SN4080-s		N
REF-SN4081		N
REF-SN4082		N
REF-SN4083		N
REF-SN4084		N
REF-SN4085		N
REF-SN4125		N
REF-SN4126		N
REF-SN4127		N
REF-SN4128		N
REF-SN4331		N
REF-SN4332		N
REF-SN4333		N
REF-SN4334		N
REF-SN4335		N
REF-SN4349		N
REF-SN4350		N
REF-SN4381		N
REF-SN4382		N
REF-SN4383		N
REF-SN4385		N
REF-SN4386		N
REF-SN4387		N
REF-SN4454		N
REF-SN4457		N
REF-SN4514-s		N
REF-SN4515		N
REF-SN4516		N
REF-SN4517		N
REF-SN4518		N
REF-SN4519		N
REF-SN4520		N
REF-SN4521-s		N
REF-SN4522-s		N
REF-SN4523		N
REF-SN4524-s		N
REF-SN4525-S		N
REF-SN4526		N
REF-SN4527		N
REF-SN4528		N
REF-SN4529		N
REF-SN4530		N
REF-SN4531		N
REF-SN4532		N
REF-SN4533		N
REF-SN4534		N
REF-SN4535		N
REF-SN4536-s		N
REF-SN4537		N
REF-SN4538		N
REF-SN4539		N
REF-SN4540		N
REF-SN4541		N
REF-SN4542		N
REF-SN4543		N
REF-SN4544		N
REF-SN4545		N
REF-SN4546		N
REF-SN4547		N
REF-SN4548		N
REF-SN4552		N
REF-SN4553		N
REF-SN4554		N
REF-SN4555		N
REF-SN4572		N
REF-SN4573		N
REF-SN4574		N
REF-SN4575		N
REF-SN4576		N
REF-SN4577		N
REF-SN4591		N
REF-SN4592		N
REF-SN4807		N
REF-SN4808		N
REF-SN4809		N
REF-SN4810		N
REF-SN4810\official report		N
REF-SN4811		N
REF-SN4812		N
REF-SN4813		N
REF-SN4814		N
REF-SN4815		N
REF-SN4815\official report		N
REF-SN4816		N
REF-SN4817		N
REF-SN4818		N
REF-SN4819		N
REF-SN4820		N
REF-SN4821		N
REF-SN4822		N
REF-SN4823		N
REF-SN4825		N
REF-SN4827		N
REF-SN4828		N
REF-SN4829		N
REF-SN4830		N
REF-SN4831		N
REF-SN4832		N
REF-SN4833		N
REF-SN4834		N
REF-SN4835		N
REF-SN4836		N
REF-SN4838		N
REF-SN4839		N
REF-SN4841		N
SFS00001	SFS00001	Y
SFS00002	SFS00002	Y
SFS00003	SFS00003	Y
SFS00004	SFS00004	Y
SFS00005	SFS00005	Y
SL-0015		N
SL-0016		N
SL-0017		N
SL-0018		N
SL-0019		N
SN3708	SN3708	Y
T9001-1102		N
T9001-1128		N
T9001-2309		N
T9001-2977		N
T9001-724		N
TC0017	TC0017	Y
TC0018	TC0018	Y
TC0019	TC0019	Y
TC0020	TC0020	Y
TC0021	TC0021	Y
TC0022	TC0022	Y
TC0032	TC0032	Y
TC0033	TC0033	Y
TC0034	TC0034	Y
TC0035	TC0035	Y
TC0036	TC0036	Y
TC0037	TC0037	Y
TC0038	TC0038	Y
TC0039	TC0039	Y
TC0040	TC0040	Y
TC0041	TC0041	Y
TC0065	TC0065	Y
TC0073	TC0073	Y
TC0074	TC0074	Y
TC0075	TC0075	Y
TC0076	TC0076	Y
TC0077	TC0077	Y
TC0078	TC0078	Y
TC0079	TC0079	Y
TC0080	TC0080	Y
TC0081	TC0081	Y
TC0082	TC0082	Y
TC0083	TC0083	Y
TC0084	TC0084	Y
TC0085	TC0085	Y
TC0089	TC0089	Y
TC0090	TC0090	Y
TC0153	TC0153	Y
TC0155	TC0155	Y
TC0157	TC0157	Y
TC0158	TC0158	Y
TC0160	TC0160	Y
TC0161	TC0161	Y
TC0162	TC0162	Y
TC0163	TC0163	Y
TC0180	TC0180	Y
TC0181	TC0181	Y
TC0182	TC0182	Y
TC0183	TC0183	Y
TC0184	TC0184	Y
TC0185	TC0185	Y
TC0188	TC0188	Y
TC0189	TC0189	Y
TC0251	TC0251	Y
TC0253	TC0253	Y
TC0254	TC0254	Y
TC0255	TC0255	Y
TC0256	TC0256	Y
TC0257	TC0257	Y
TC0258	TC0258	Y
TC0259	TC0259	Y
TC0260	TC0260	Y
TC0261	TC0261	Y
TC0262	TC0262	Y
TC0264	TC0264	Y
TC0265	TC0265	Y
TC0266	TC0266	Y
TC0267	TC0267	Y
TC0268	TC0268	Y
TC0269	TC0269	Y
TC0270	TC0270	Y
TC0271	TC0271	Y
TC0272	TC0272	Y
TC0273	TC0273	Y
TC0274	TC0274	Y
TC0275	TC0275	Y
TC0276	TC0276	Y
TC0277	TC0277	Y
TC0278	TC0278	Y
TC0281	TC0281	Y
TC0296	TC0296	Y
TC0297	TC0297	Y
TC0298	TC0298	Y
TC0299	TC0299	Y
TC0300	TC0300	Y
TC0301	TC0301	Y
TC0302	TC0302	Y
TC0303	TC0303	Y
TC0304	TC0304	Y
TC0337	TC0337	Y
TC0338	TC0338	Y
TC0339	TC0339	Y
TC0340	TC0340	Y
TC0341	TC0341	Y
TC0342	TC0342	Y
TC0343	TC0343	Y
TC0344	TC0344	Y
TC0345	TC0345	Y
TC0346	TC0346	Y
TC0347	TC0347	Y
TC0348	TC0348	Y
TC0349	TC0349	Y
TC0350	TC0350	Y
TC0351	TC0351	Y
TC0352	TC0352	Y
TC0353	TC0353	Y
TC0354	TC0354	Y
TC0355	TC0355	Y
TC0356	TC0356	Y
TC0357	TC0357	Y
TC0358	TC0358	Y
TC0359	TC0359	Y
TC0405	TC0405	Y
TC0406	TC0406	Y
TC0408	TC0408	Y
TC0409	TC0409	Y
TC0410	TC0410	Y
TC0411	TC0411	Y
TC0417	TC0417	Y
TC0419	TC0419	Y
TC0420	TC0420	Y
TC0536	TC0536	Y
TC0537	TC0537	Y
TC0538	TC0538	Y
TC0539	TC0539	Y
TC0540	TC0540	Y
TC0541	TC0541	Y
TC0542	TC0542	Y
TC0543	TC0543	Y
TC0544	TC0544	Y
TC0545	TC0545	Y
TC0546	TC0546	Y
TC0547	TC0547	Y
TC0548	TC0548	Y
TC0550	TC0550	Y
TC0551	TC0551	Y
TC0552	TC0552	Y
TC0553	TC0553	Y
TC0554	TC0554	Y
TC0555	TC0555	Y
TC0556	TC0556	Y
TC0558	TC0558	Y
TC0559	TC0559	Y
TC0561	TC0561	Y
TC0564	TC0564	Y
TC0565	TC0565	Y
TC0566	TC0566	Y
TC0593	TC0593	Y
TC0594	TC0594	Y
TC0596	TC0596	Y
TC0597	TC0597	Y
TC0598	TC0598	Y
TC0690	TC0690	Y
TC0691	TC0691	Y
TC0694	TC0694	Y
TC0742	TC0742	Y
TC0743	TC0743	Y
TC0744	TC0744	Y
TC0745	TC0745	Y
TC0746	TC0746	Y
TC0747	TC0747	Y
TC0748	TC0748	Y
TC0749	TC0749	Y
TC0750	TC0750	Y
TC0751	TC0751	Y
TC0752	TC0752	Y
TC0753	TC0753	Y
TC0754	TC0754	Y
TC0755	TC0755	Y
TC0756	TC0756	Y
TC0757	TC0757	Y
TC0758	TC0758	Y
TC0759	TC0759	Y
TC0760	TC0760	Y
TC0761	TC0761	Y
TC0762	TC0762	Y
TC0783	TC0783	Y
TC0784	TC0784	Y
TC0785	TC0785	Y
TC0786	TC0786	Y
TC0787	TC0787	Y
TC0788	TC0788	Y
TC0789	TC0789	Y
TC0790	TC0790	Y
TC0791	TC0791	Y
TC0793	TC0793	Y
TC0794	TC0794	Y
TC0795	TC0795	Y
TC0796	TC0796	Y
TC0797	TC0797	Y
TC0799	TC0799	Y
TC0800	TC0800	Y
TC0802	TC0802	Y
TC0840	TC0840	Y
TC0841	TC0841	Y
TC0842	TC0842	Y
TC0843	TC0843	Y
TC0853	TC0853	Y
TC0862	TC0862	Y
TC0889	TC0889	Y
TC0890	TC0890	Y
TC0891	TC0891	Y
TC0892	TC0892	Y
TC0893	TC0893	Y
TC0937	TC0937	Y
TC0939	TC0939	Y
TC0940	TC0940	Y
TC0941	TC0941	Y
TC0942	TC0942	Y
TC0943	TC0943	Y
TC0944	TC0944	Y
TC0945	TC0945	Y
TC0946	TC0946	Y
TC0947	TC0947	Y
